"","price_per_sqmt","facing_direction","floor_level","decoration"
"900",74675,"South","low","other"
"901",89998,"South","middle","refined"
"902",78777,"South","high","refined"
"903",79172,"South","middle","refined"
"904",71738,"South","middle","other"
"905",76459,"South","high","refined"
"906",64149,"South","high","other"
"907",82015,"South","first","other"
"908",81501,"South","middle","refined"
"909",72200,"South","first","other"
"910",68048,"South","high","refined"
"911",75111,"South","high","refined"
"912",72261,"South","high","other"
"913",71259,"South","middle","other"
"914",70759,"South","low","other"
"915",83185,"South","low","other"
"916",69197,"South","high","refined"
"917",69890,"South","high","simple"
"918",75812,"South","top","refined"
"919",71112,"South","middle","simple"
"920",66832,"South","low","simple"
"921",73873,"South","middle","refined"
"922",70502,"East/West","high","refined"
"923",70247,"South","low","refined"
"924",67658,"South","low","refined"
"925",89429,"South","middle","refined"
"926",82639,"South","middle","refined"
"927",85876,"South","low","refined"
"928",65762,"South","middle","simple"
"929",64913,"South","top","simple"
"930",79919,"South","middle","refined"
"931",73270,"East/West","middle","refined"
"932",76907,"South","middle","other"
"933",19867,"East/West","basement","other"
"934",84690,"South","low","refined"
"935",83211,"South","middle","other"
"936",93119,"South","first","refined"
"937",22500,"South","basement","refined"
"938",78334,"South","high","refined"
"939",89339,"South","middle","refined"
"940",90476,"South","middle","refined"
"941",22589,"South","basement","refined"
"942",89165,"South","middle","refined"
"943",84689,"South","first","refined"
"944",87066,"South","middle","refined"
"945",81014,"South","middle","refined"
"946",75064,"South","middle","refined"
"947",14340,"North","basement","other"
"948",86996,"South","low","refined"
"949",73462,"South","high","refined"
"950",22413,"South","basement","refined"
"951",63830,"South","high","refined"
"952",70165,"South","high","refined"
"953",82955,"South","high","refined"
"954",68476,"South","middle","refined"
"955",68449,"South","high","refined"
"956",73890,"South","top","refined"
"957",72112,"South","first","refined"
"958",68580,"South","middle","refined"
"959",67500,"South","middle","refined"
"960",62889,"South","low","refined"
"961",61766,"South","middle","refined"
"962",54529,"South","top","refined"
"963",59287,"South","high","simple"
"964",62918,"South","low","refined"
"965",58425,"South","high","refined"
"966",58984,"South","high","refined"
"967",52385,"South","middle","other"
"968",58678,"South","high","refined"
"969",54898,"South","middle","refined"
"970",57589,"South","high","refined"
"971",11979,"South","basement","simple"
"972",15998,"South","basement","other"
"973",55271,"South","low","other"
"974",47166,"South","top","bare"
"975",51249,"South","low","refined"
"976",46670,"South","low","bare"
"977",40489,"South","first","bare"
"978",46597,"South","top","refined"
"979",53764,"South","high","refined"
"980",46277,"South","high","simple"
"981",46099,"South","first","other"
"982",45168,"South","first","simple"
"983",45705,"South","low","refined"
"984",44603,"South","middle","refined"
"985",43236,"South","high","simple"
"986",42902,"South","middle","other"
"987",42474,"South","middle","refined"
"988",44208,"South","high","refined"
"989",45992,"South","middle","other"
"990",46501,"South","middle","refined"
"991",38084,"South","high","refined"
"992",37734,"South","low","refined"
"993",36547,"South","middle","bare"
"994",38138,"South","middle","simple"
"995",42017,"South","high","refined"
"996",12817,"South","basement","refined"
"997",32252,"South","low","simple"
"998",36990,"South","middle","other"
"999",36617,"North","low","refined"
"1000",35368,"South","low","refined"
"1001",35502,"South","middle","simple"
"1002",38346,"South","low","simple"
"1003",33660,"South","middle","refined"
"1004",40000,"South","low","other"
"1005",35814,"South","high","other"
"1006",45465,"South","middle","refined"
"1007",38267,"South","middle","other"
"1008",32942,"South","low","refined"
"1009",47471,"South","first","other"
"1010",15154,"South","basement","other"
"1011",37734,"South","middle","other"
"1012",35900,"South","high","other"
"1013",38044,"South","middle","other"
"1014",36338,"South","low","other"
"1015",38993,"South","high","other"
"1016",35168,"South","top","other"
"1017",26045,"South","middle","other"
"1018",27000,"South","low","other"
"1019",23584,"South","high","other"
"1020",20663,"South","high","other"
"1021",68029,"South","middle","bare"
"1022",57405,"South","middle","simple"
"1023",66725,"South","middle","simple"
"1024",67596,"South","middle","refined"
"1025",61149,"South","top","simple"
"1026",67248,"South","high","other"
"1027",81515,"South","first","refined"
"1028",73290,"South","middle","simple"
"1029",66613,"South","top","refined"
"1030",68323,"South","top","simple"
"1031",67074,"South","low","simple"
"1032",68191,"South","high","refined"
"1033",52525,"South","middle","simple"
"1034",61628,"South","middle","simple"
"1035",45994,"South","top","refined"
"1036",44217,"South","low","bare"
"1037",41431,"South","top","simple"
"1038",34776,"South","middle","bare"
"1039",32737,"South","middle","simple"
"1040",32946,"South","middle","simple"
"1041",30945,"South","top","refined"
"1042",32753,"South","middle","other"
"1043",34844,"South","middle","simple"
"1044",33973,"South","middle","simple"
"1045",30783,"South","middle","simple"
"1046",31359,"South","top","refined"
"1047",38328,"South","middle","other"
"1048",44777,"South","first","other"
"1049",39640,"South","first","other"
"1050",69275,"South","low","simple"
"1051",68461,"South","low","refined"
"1052",61158,"South","high","refined"
"1053",64552,"South","low","refined"
"1054",51638,"South","first","refined"
"1055",59243,"South","high","refined"
"1056",59030,"South","middle","simple"
"1057",65392,"South","top","other"
"1058",63569,"South","high","simple"
"1059",61901,"South","middle","refined"
"1060",57500,"South","low","simple"
"1061",48371,"South","high","simple"
"1062",66791,"South","high","simple"
"1063",61232,"East/West","middle","simple"
"1064",58094,"South","middle","simple"
"1065",59429,"South","top","refined"
"1066",53293,"North","high","other"
"1067",64243,"South","middle","simple"
"1068",49940,"North","high","other"
"1069",58588,"South","middle","refined"
"1070",57609,"South","middle","simple"
"1071",57952,"South","middle","refined"
"1072",81871,"South","middle","refined"
"1073",70080,"South","high","simple"
"1074",62935,"North","middle","simple"
"1075",64380,"South","middle","other"
"1076",68071,"South","middle","simple"
"1077",76022,"South","middle","simple"
"1078",74061,"South","low","simple"
"1079",50971,"East/West","middle","refined"
"1080",67935,"South","middle","refined"
"1081",67252,"South","high","refined"
"1082",51857,"South","high","simple"
"1083",49769,"South","middle","refined"
"1084",65488,"South","middle","bare"
"1085",59661,"South","top","refined"
"1086",54492,"North","middle","refined"
"1087",49422,"South","low","simple"
"1088",42858,"South","high","refined"
"1089",39530,"South","low","simple"
"1090",57643,"South","low","refined"
"1091",46644,"North","middle","simple"
"1092",45487,"North","top","refined"
"1093",41080,"South","high","refined"
"1094",40463,"South","middle","simple"
"1095",45969,"South","low","other"
"1096",39981,"South","middle","simple"
"1097",41213,"South","first","simple"
"1098",44445,"South","high","refined"
"1099",38637,"South","low","refined"
"1100",34018,"South","high","refined"
"1101",32512,"South","low","other"
"1102",37200,"South","high","refined"
"1103",42367,"South","high","simple"
"1104",11696,"South","low","simple"
"1105",38406,"South","low","other"
"1106",43130,"South","middle","simple"
"1107",33876,"South","first","refined"
"1108",37879,"South","low","refined"
"1109",34524,"South","low","refined"
"1110",35907,"South","middle","simple"
"1111",34352,"South","top","simple"
"1112",28421,"South","low","simple"
"1113",25428,"South","low","other"
"1114",29108,"South","high","other"
"1115",32512,"South","low","refined"
"1116",30189,"South","low","simple"
"1117",27939,"South","top","other"
"1118",33970,"South","low","refined"
"1119",35152,"South","middle","simple"
"1120",29288,"South","low","other"
"1121",25000,"South","low","refined"
"1122",28206,"South","first","other"
"1123",31724,"South","high","refined"
"1124",32179,"South","middle","other"
"1125",30899,"South","top","other"
"1126",32318,"South","low","other"
"1127",43681,"South","middle","other"
"1128",35772,"South","high","other"
"1129",38590,"South","high","other"
"1130",35644,"South","middle","other"
"1131",34165,"South","low","other"
"1132",29378,"North","middle","other"
"1133",33424,"South","low","other"
"1134",34220,"South","low","other"
"1135",31148,"South","top","other"
"1136",35316,"South","first","other"
"1137",30027,"South","high","other"
"1138",34371,"South","middle","other"
"1139",33644,"East/West","middle","other"
"1140",30451,"South","low","other"
"1141",39218,"South","middle","other"
"1142",38962,"South","middle","other"
"1143",35900,"South","middle","other"
"1144",30435,"South","high","other"
"1145",30484,"South","high","other"
"1146",22429,"South","low","other"
"1147",21793,"South","low","other"
"1148",26777,"South","middle","other"
"1149",22591,"South","high","other"
"1150",20575,"South","first","other"
"1151",21370,"South","top","other"
"1152",21500,"South","first","other"
"1153",22305,"South","low","other"
"1154",69147,"South","high","refined"
"1155",74309,"South","top","refined"
"1156",69458,"South","middle","refined"
"1157",69144,"South","high","refined"
"1158",84295,"North","high","refined"
"1159",69717,"North","middle","refined"
"1160",80069,"North","low","refined"
"1161",70041,"South","low","simple"
"1162",79195,"North","high","refined"
"1163",82888,"North","low","other"
"1164",73323,"South","top","refined"
"1165",85066,"North","low","other"
"1166",69784,"South","high","refined"
"1167",62204,"South","first","refined"
"1168",76924,"North","high","simple"
"1169",69959,"South","middle","refined"
"1170",83846,"North","middle","refined"
"1171",72761,"South","middle","refined"
"1172",69321,"North","middle","simple"
"1173",68916,"South","middle","simple"
"1174",62317,"South","low","simple"
"1175",78000,"North","top","simple"
"1176",81893,"South","middle","simple"
"1177",82072,"North","low","other"
"1178",79231,"North","top","other"
"1179",81010,"North","top","simple"
"1180",83379,"North","low","refined"
"1181",81175,"North","low","other"
"1182",79682,"North","middle","simple"
"1183",65651,"North","first","refined"
"1184",78034,"North","low","refined"
"1185",77582,"East/West","low","other"
"1186",67868,"South","low","refined"
"1187",65264,"South","high","other"
"1188",66899,"South","first","refined"
"1189",75878,"North","low","simple"
"1190",67617,"South","high","refined"
"1191",58561,"South","low","simple"
"1192",77550,"South","low","refined"
"1193",77201,"South","high","other"
"1194",64027,"South","high","simple"
"1195",81170,"North","high","other"
"1196",64158,"South","top","refined"
"1197",75704,"North","high","refined"
"1198",63886,"South","top","simple"
"1199",68984,"East/West","high","refined"
"1200",63864,"South","first","refined"
"1201",72786,"North","middle","simple"
"1202",62181,"South","low","refined"
"1203",62912,"South","low","refined"
"1204",79432,"South","top","simple"
"1205",70126,"North","middle","simple"
"1206",63500,"South","middle","refined"
"1207",66005,"North","low","refined"
"1208",66051,"South","low","refined"
"1209",65120,"South","high","other"
"1210",82019,"South","top","refined"
