price_per_sqmt,facing_direction,floor_level,decoration
29288.0,South,low,other
25000.0,South,low,refined
28206.0,South,first,other
31724.0,South,high,refined
32179.0,South,middle,other
30899.0,South,top,other
32318.0,South,low,other
43681.0,South,middle,other
35772.0,South,high,other
38590.0,South,high,other
35644.0,South,middle,other
34165.0,South,low,other
29378.0,North,middle,other
33424.0,South,low,other
34220.0,South,low,other
31148.0,South,top,other
35316.0,South,first,other
30027.0,South,high,other
34371.0,South,middle,other
33644.0,East/West,middle,other
30451.0,South,low,other
39218.0,South,middle,other
38962.0,South,middle,other
35900.0,South,middle,other
30435.0,South,high,other
30484.0,South,high,other
22429.0,South,low,other
21793.0,South,low,other
26777.0,South,middle,other
22591.0,South,high,other
20575.0,South,first,other
21370.0,South,top,other
21500.0,South,first,other
22305.0,South,low,other
69147.0,South,high,refined
74309.0,South,top,refined
69458.0,South,middle,refined
69144.0,South,high,refined
84295.0,North,high,refined
69717.0,North,middle,refined
80069.0,North,low,refined
70041.0,South,low,simple
79195.0,North,high,refined
82888.0,North,low,other
73323.0,South,top,refined
85066.0,North,low,other
69784.0,South,high,refined
62204.0,South,first,refined
76924.0,North,high,simple
69959.0,South,middle,refined
83846.0,North,middle,refined
72761.0,South,middle,refined
69321.0,North,middle,simple
68916.0,South,middle,simple
62317.0,South,low,simple
78000.0,North,top,simple
81893.0,South,middle,simple
82072.0,North,low,other
79231.0,North,top,other
81010.0,North,top,simple
83379.0,North,low,refined
81175.0,North,low,other
79682.0,North,middle,simple
65651.0,North,first,refined
78034.0,North,low,refined
77582.0,East/West,low,other
67868.0,South,low,refined
65264.0,South,high,other
66899.0,South,first,refined
75878.0,North,low,simple
67617.0,South,high,refined
58561.0,South,low,simple
77550.0,South,low,refined
77201.0,South,high,other
64027.0,South,high,simple
81170.0,North,high,other
64158.0,South,top,refined
75704.0,North,high,refined
63886.0,South,top,simple
68984.0,East/West,NA,NA
63864.0,South,first,refined
72786.0,North,NA,NA
62181.0,South,low,refined
62912.0,South,NA,NA
79432.0,South,top,simple
70126.0,North,middle,simple
63500.0,South,middle,refined
66005.0,North,low,refined
66051.0,South,low,refined
65120.0,South,high,other
82019.0,South,NA,NA
80422.0,North,middle,simple
83666.0,North,middle,refined
97448.0,North,top,refined
99456.0,North,low,refined
70771.0,South,first,refined
71575.0,South,low,simple
88481.0,South,NA,NA
97267.0,South,middle,refined
95681.0,North,high,refined
87428.0,North,middle,refined
73293.0,East/West,first,refined
82145.0,South,high,refined
67507.0,South,middle,refined
78885.0,North,low,refined
88074.0,North,NA,NA
78413.0,North,high,refined
81053.0,North,NA,NA
76842.0,South,NA,NA
79151.0,North,high,refined
78955.0,North,high,refined
80936.0,North,high,refined
81252.0,North,middle,simple
67011.0,North,low,refined
79402.0,North,low,refined
62783.0,South,first,refined
70490.0,South,low,refined
65456.0,South,low,other
75853.0,East/West,middle,refined
74799.0,North,middle,refined
69674.0,North,middle,refined
56621.0,South,middle,refined
57032.0,South,high,refined
68796.0,North,high,refined
72280.0,North,middle,refined
62877.0,South,high,refined
63452.0,East/West,high,refined
53582.0,South,middle,refined
59923.0,North,low,refined
63574.0,North,high,other
64769.0,South,middle,refined
64749.0,North,top,refined
56461.0,South,high,refined
67253.0,North,top,refined
65406.0,North,middle,refined
65074.0,North,low,refined
59086.0,South,high,refined
60241.0,North,top,refined
57371.0,North,middle,simple
57308.0,North,low,refined
55731.0,South,low,refined
55577.0,North,high,refined
50565.0,South,high,refined
59018.0,North,middle,simple
49059.0,East/West,low,refined
45132.0,North,low,refined
49717.0,South,low,refined
43000.0,South,low,refined
46912.0,South,middle,simple
46481.0,North,middle,simple
47350.0,South,high,refined
46005.0,South,high,refined
44585.0,North,low,refined
42711.0,South,low,simple
46349.0,North,middle,refined
39944.0,North,middle,refined
41211.0,South,first,refined
45153.0,North,middle,refined
44794.0,North,high,refined
39523.0,South,middle,simple
44727.0,North,low,refined
41779.0,East/West,high,other
43274.0,South,middle,refined
43835.0,North,high,refined
39300.0,North,high,refined
38753.0,South,middle,refined
38615.0,South,top,refined
44103.0,North,middle,simple
41232.0,East/West,low,refined
34808.0,South,high,simple
45240.0,South,low,refined
43746.0,North,middle,refined
39841.0,North,low,simple
44326.0,North,middle,refined
42324.0,South,low,refined
37456.0,South,middle,refined
39238.0,North,middle,refined
44195.0,North,middle,refined
38193.0,North,middle,other
41881.0,North,high,refined
39958.0,South,middle,simple
40407.0,North,high,refined
36757.0,South,high,refined
41968.0,North,low,simple
43560.0,North,high,other
39522.0,North,low,refined
35284.0,North,high,refined
43740.0,North,high,refined
39671.0,North,high,simple
38860.0,South,low,simple
38789.0,South,middle,simple
42285.0,North,high,refined
39640.0,South,high,refined
42411.0,North,high,refined
31515.0,South,low,refined
40571.0,North,low,refined
35160.0,South,middle,refined
32919.0,South,low,simple
40107.0,North,middle,refined
33113.0,North,first,refined
38705.0,North,middle,refined
38664.0,South,first,refined
38959.0,North,first,refined
42084.0,South,middle,refined
37884.0,South,high,refined
42161.0,North,low,refined
37011.0,East/West,middle,refined
33054.0,East/West,first,refined
34607.0,North,middle,refined
34102.0,South,high,refined
37249.0,North,low,refined
34403.0,North,middle,refined
34713.0,North,first,refined
35857.0,North,low,refined
35119.0,North,middle,refined
31936.0,East/West,middle,refined
35083.0,East/West,low,refined
35529.0,North,low,other
34949.0,South,low,simple
36647.0,South,middle,refined
41736.0,North,middle,refined
42136.0,North,low,other
39810.0,South,low,refined
39007.0,South,low,other
47828.0,North,top,other
38699.0,South,middle,other
40421.0,South,high,other
49137.0,North,low,other
39680.0,South,high,other
41268.0,North,low,other
45684.0,North,middle,other
36233.0,South,top,other
41689.0,North,low,other
39826.0,North,middle,other
39221.0,North,low,other
42010.0,North,high,other
39579.0,North,low,other
39893.0,South,middle,other
36541.0,North,first,other
35631.0,South,low,other
42003.0,North,middle,other
34550.0,North,low,other
39576.0,South,middle,other
36027.0,South,middle,other
32906.0,South,middle,other
31829.0,South,middle,other
32691.0,North,middle,other
35857.0,North,high,other
29669.0,South,top,other
33467.0,North,top,other
33069.0,North,high,other
30664.0,North,middle,other
31157.0,North,high,other
29250.0,South,high,other
28787.0,South,middle,other
30441.0,North,low,other
15816.0,South,first,other
30744.0,North,low,other
28686.0,North,high,other
30412.0,East/West,low,other
27888.0,South,low,other
28521.0,South,low,other
28392.0,South,low,other
28311.0,South,low,other
28705.0,North,low,other
23324.0,South,first,other
26762.0,South,low,other
25048.0,South,middle,other
28002.0,North,middle,other
24494.0,South,high,other
25801.0,East/West,middle,other
24231.0,North,high,other
23827.0,North,low,other
25298.0,North,middle,other
24586.0,South,middle,other
23523.0,North,low,other
21647.0,North,low,other
25751.0,East/West,high,other
75481.0,South,first,other
62512.0,South,middle,other
61396.0,South,high,refined
72019.0,South,middle,simple
59591.0,South,middle,simple
59163.0,South,middle,simple
39243.0,South,middle,simple
40410.0,South,high,refined
35163.0,South,low,simple
42419.0,South,middle,other
37229.0,South,middle,other
22326.0,South,high,other
60310.0,South,top,bare
68859.0,South,first,bare
57118.0,South,first,refined
61896.0,South,first,simple
48577.0,South,first,refined
44537.0,South,low,refined
39846.0,South,middle,refined
39652.0,South,middle,bare
39459.0,South,middle,refined
33334.0,South,middle,simple
35835.0,South,top,other
32458.0,South,top,other
56936.0,South,middle,simple
63787.0,South,top,simple
58824.0,South,top,refined
66056.0,South,middle,simple
66973.0,South,high,simple
65074.0,South,middle,refined
65000.0,South,low,refined
58854.0,South,low,simple
61877.0,North,middle,simple
58993.0,South,middle,bare
68353.0,South,first,simple
73953.0,South,NA,NA
79941.0,South,middle,simple
82259.0,North,first,simple
69928.0,South,NA,NA
61655.0,South,high,simple
60909.0,South,NA,NA
58456.0,South,NA,NA
64523.0,South,low,simple
49260.0,South,top,simple
50000.0,North,high,refined
44118.0,South,top,refined
42962.0,South,top,simple
46331.0,South,middle,simple
44404.0,South,middle,simple
33578.0,South,high,refined
34732.0,South,high,simple
49482.0,East/West,top,refined
63732.0,South,middle,simple
68014.0,East/West,middle,refined
56096.0,North,first,simple
55549.0,East/West,high,simple
64512.0,South,middle,refined
61769.0,South,middle,refined
62730.0,South,middle,simple
63832.0,South,first,simple
58663.0,South,high,bare
52888.0,East/West,high,simple
65322.0,South,first,simple
53874.0,South,low,refined
60259.0,South,middle,bare
57292.0,East/West,NA,NA
65387.0,South,first,refined
65443.0,South,middle,other
64868.0,South,middle,simple
63870.0,South,middle,simple
68418.0,South,middle,refined
49615.0,North,NA,NA
54478.0,East/West,middle,other
65048.0,South,first,refined
49709.0,North,middle,refined
62594.0,South,middle,refined
56550.0,East/West,middle,simple
53058.0,East/West,high,other
58678.0,East/West,middle,simple
63256.0,East/West,low,simple
61192.0,East/West,middle,refined
63853.0,East/West,first,refined
61473.0,South,middle,refined
57945.0,East/West,NA,NA
56334.0,East/West,top,refined
61233.0,South,first,refined
54925.0,East/West,middle,refined
59430.0,South,low,simple
61143.0,South,middle,simple
60850.0,South,middle,simple
61951.0,South,high,refined
48300.0,North,high,simple
52678.0,South,first,simple
62306.0,South,NA,NA
56506.0,East/West,NA,NA
64454.0,South,middle,refined
58663.0,East/West,middle,refined
57666.0,East/West,NA,NA
58608.0,South,middle,simple
56296.0,East/West,low,refined
54722.0,East/West,middle,refined
63637.0,East/West,middle,refined
66621.0,South,middle,simple
58081.0,East/West,middle,simple
79272.0,South,middle,simple
62932.0,South,low,simple
64159.0,South,NA,NA
70855.0,South,NA,NA
77744.0,South,first,refined
67516.0,South,middle,simple
74271.0,South,low,simple
64649.0,South,first,simple
54726.0,South,first,simple
62029.0,South,middle,simple
63645.0,South,high,simple
60205.0,North,middle,simple
52937.0,South,high,refined
60538.0,South,first,simple
61571.0,South,first,refined
60506.0,South,middle,simple
67706.0,East/West,middle,refined
62275.0,South,middle,simple
56919.0,East/West,top,simple
59523.0,South,middle,simple
50942.0,South,high,refined
60575.0,South,middle,simple
59942.0,East/West,middle,simple
49967.0,East/West,high,refined
64788.0,South,first,refined
57355.0,East/West,middle,simple
32021.0,East/West,high,simple
59429.0,East/West,middle,simple
60143.0,South,low,refined
53634.0,East/West,low,refined
40064.0,South,high,refined
56984.0,South,low,simple
49975.0,South,middle,simple
52057.0,South,middle,simple
46709.0,South,middle,simple
34199.0,South,high,simple
40970.0,North,middle,refined
47300.0,South,first,simple
48462.0,South,middle,refined
48616.0,South,low,simple
39877.0,South,high,simple
40688.0,North,top,simple
40263.0,South,middle,simple
50052.0,East/West,top,refined
45230.0,South,high,simple
42670.0,East/West,high,simple
50574.0,South,middle,refined
43484.0,East/West,high,other
44697.0,East/West,top,refined
44889.0,South,low,refined
44718.0,South,middle,refined
46271.0,South,middle,refined
38339.0,North,low,simple
50965.0,South,middle,refined
43649.0,South,first,simple
43320.0,South,high,refined
37413.0,North,middle,simple
44606.0,South,first,refined
31863.0,South,high,simple
40051.0,South,middle,other
41850.0,South,low,refined
34408.0,East/West,high,simple
40792.0,South,middle,refined
31959.0,South,high,refined
42980.0,East/West,middle,refined
37027.0,East/West,high,other
32889.0,North,middle,refined
37753.0,South,middle,refined
43186.0,South,middle,other
35248.0,South,middle,refined
34066.0,North,middle,refined
36696.0,East/West,low,refined
38153.0,South,middle,refined
27157.0,South,high,refined
30653.0,South,high,refined
33829.0,North,high,refined
33753.0,South,high,simple
33263.0,South,middle,refined
34492.0,East/West,low,refined
36086.0,South,high,refined
37775.0,South,middle,simple
35199.0,South,middle,simple
32325.0,South,middle,simple
34933.0,South,high,refined
37743.0,South,first,refined
36364.0,South,middle,refined
26804.0,East/West,high,simple
29417.0,East/West,high,refined
33916.0,South,first,refined
41517.0,South,low,refined
39665.0,South,low,refined
37693.0,South,low,simple
34699.0,South,middle,refined
35888.0,East/West,first,refined
39053.0,South,middle,refined
34022.0,East/West,low,refined
34672.0,East/West,middle,refined
32856.0,East/West,high,refined
23857.0,East/West,high,refined
35597.0,South,middle,simple
33180.0,North,middle,refined
33359.0,South,first,refined
28015.0,South,high,refined
38140.0,South,middle,simple
33629.0,East/West,middle,refined
38560.0,South,middle,refined
30335.0,South,high,refined
35133.0,South,low,simple
25902.0,East/West,high,refined
35063.0,South,middle,refined
32687.0,North,low,refined
34750.0,South,low,refined
32383.0,South,low,simple
39349.0,South,first,refined
29355.0,South,high,refined
36247.0,South,middle,simple
30108.0,South,low,refined
35000.0,South,middle,simple
30935.0,South,high,refined
33525.0,South,middle,refined
34206.0,South,middle,simple
31337.0,East/West,middle,simple
23300.0,East/West,high,other
31747.0,East/West,middle,refined
33843.0,North,low,refined
33334.0,South,low,refined
31751.0,South,low,refined
29041.0,South,middle,refined
29092.0,South,top,refined
34488.0,South,middle,refined
32332.0,South,high,simple
31369.0,South,first,refined
28943.0,South,first,refined
31560.0,South,middle,simple
28733.0,South,low,refined
29643.0,South,low,bare
33147.0,South,middle,simple
34959.0,South,low,refined
28528.0,South,high,refined
33265.0,South,middle,refined
28422.0,North,low,bare
33747.0,South,middle,simple
36502.0,South,low,other
31300.0,South,low,other
38559.0,South,middle,other
35852.0,South,low,other
32607.0,North,middle,other
35262.0,South,low,other
31187.0,East/West,low,other
36381.0,South,middle,other
35354.0,South,low,other
33266.0,East/West,high,other
39620.0,South,high,other
36742.0,South,low,other
38462.0,South,middle,other
31863.0,South,low,other
37145.0,East/West,first,other
37328.0,South,middle,other
38993.0,East/West,middle,other
30735.0,East/West,high,other
35888.0,South,middle,other
31533.0,South,first,other
34332.0,South,high,other
33977.0,East/West,middle,other
32178.0,South,first,other
33753.0,South,middle,other
29061.0,South,high,other
